publish_date,headline_text,is_kashmir,is_pakistan
20061010,Pak-Pyongyang links date to '70s,False,True
20061010,'Pak navy poses no threat to India',False,True
20061010,N-test by North Korea: Pak's role to dominate PM-Blair talks,False,True
20061010,Two officials arrested for graft in Kashmir,True,False
20061010,Three officials suspended in Kashmir,True,False
20061011,Pak to get 'credible' 7/11 proof soon: PM,False,True
20061011,No support to Taliban from Pak: Pervez,False,True
20061011,'Gen panicked; told Sharif about Kargil',False,True
20061011,UK endorses India's view on Pak proliferation,False,True
20061012,'Anti-India posts funded by Pak govt',False,True
20061012,LeT militant arrested in J&K,True,False
20061012,Pak don't want Hair for WI series,False,True
20061013,In Kashmir lexicon; Bush is Khanzir,True,False
20061013,US tells Pak to close terror tap,False,True
20061013,Pakistan team happy with security,False,True
20061013,India ready to talk 'all issues' with Pak: PM,False,True
20061013,US tells Pak to close terror tap,False,True
20061014,Militants kidnap three VDC members in J&K,True,False
20061014,Militant killed; four injured in J&K,True,False
20061014,Dengue grips Karachi; 17 dead,False,True
20061014,Sharif solely decided on Kargil; says Musharraf,False,True
20061015,It's watch match; go home for Pak fans,False,True
20061015,India has put Pak in the line of fire: PM,False,True
20061015,Militants hideout busted; RDX found in J&K,True,False
20061015,Kashmiri pandits request PM's intervention,True,False
20061015,Kargil war: Pak misjudged India's ability,False,True
20061015,One cop shot dead; another wounded in J&K,True,False
20061015,Sharif plotted Kargil: Mush,False,True
20061016,Militant; cop have same Pak roots,False,True
20061016,J&K minister pats security forces,True,False
20061016,US hand in 1999 Pak coup: Former ISI chief,False,True
20061017,Landmine detected near Indo-Pak border,False,True
20061017,Eight senior officials transferred in J&K,True,False
20061017,Afzal clemency: BJP hits out at Pak,False,True
20061017,BJP wants Pak to withdraw comments on Afzal,False,True
20061017,Pakistan keen to shift focus on field action,False,True
20061017,Pak have picked wrong replacements: Imran,False,True
20061017,Hindu groups in J&K press for Afzal's hanging,True,False
20061017,Kashmir erupts over Afzal's sentence,True,False
20061017,Security tightened in Kashmir valley,True,False
20061017,'Afzal hanging to affect Indo-Pak peace',False,True
20061017,Pakistan beat Sri Lanka by four wickets,False,True
20061017,US hand in '99 coup: Ex-ISI chief,False,True
20061017,Revenge rapes continue in Pak,False,True
20061018,NRI marriages: India to take tips from Pak,False,True
20061018,Review ties with Pak: Rajnath,False,True
20061018,Terror infrastructure in Pak is intact: JJ,False,True
20061018,India; Pak to talk on Nov 13,False,True
20061018,Ex-SP booked in sexual assualt case in J&K,True,False
20061018,CRPF man commits suicide in Kashmir,True,False
20061018,Pak selects sites for new N-power plants,False,True
20061018,LeT founder released on Pak court's order,False,True
20061018,A Q Khan's acts damaged Pak's image: Mush,False,True
20061019,PM puts Pak on notice,False,True
20061019,Militant killed in Kashmir encounter,True,False
20061020,Hailstorm damages crops in J&K,True,False
20061020,7/11 chargesheet before Indo-Pak talks,False,True
20061020,LeT section commander killed in J&K,True,False
20061020,Two boys killed in J&K IED explosions,True,False
20061020,'Pakistan facing terror threats from within',False,True
20061021,Hizbul militant shot dead in J&K,True,False
20061021,Army jawan kills colleagues; self in J&K,True,False
20061021,Seven guerrillas killed in Kashmir,True,False
20061021,India; Pak should work together on Mumbai blasts; says US,False,True
20061021,Inzamam may not lead Pakistan in World Cup: PCB,False,True
20061021,Osama's teacher alleges detention in Pak,False,True
20061021,India; Pak should work together on Mumbai blasts; says US,False,True
20061022,Two Pakistanis arrested for spying,False,True
20061022,Pak suspects Indian spying on N-installations,False,True
20061022,Pakistani held on spying charges in Jodhpur,False,True
20061022,'Return of Benazir will cause instability',False,True
20061022,Musharraf ready to meet Sharif; Benazir,False,True
20061023,Hizbul militant held in Jammu & Kashmir,True,False
20061023,LeT men killed; six arrested in J&K,True,False
20061023,Armed forces in a tizzy over Pak moles,False,True
20061023,Good proof of Pak hand in 7/11: Narayanan,False,True
20061023,Good proof of Pak hand in 7/11: Narayanan,False,True
20061023,'Pak has no role in Mumbai blasts',False,True
20061023,'Pak has no role in Mumbai blasts',False,True
20061024,Two Hizb militants killed in J&K,True,False
20061024,82 graft cases registered in J&K,True,False
20061024,India asks Pak mission driver to leave,False,True
20061024,'Pak should check cross-border terrorism',False,True
20061024,Pakistani driver asked to leave India,False,True
20061024,Wagah waits but Pak cricket buffs stay away,False,True
20061024,Credible evidence of Pak hand in 7/11: PM,False,True
20061024,India's domination in J&K unacceptable: Mush,True,False
20061024,Pakistani driver asked to leave India,False,True
20061024,Kiwis have task cut out against Pak,False,True
20061025,'Credible evidence of Pakistan role',False,True
20061025,Only 7 Pakistani cricket fans turn up at Wagah,False,True
20061025,For Pak; no proof good enough,False,True
20061025,Large quantity of arms recovered in J&K,True,False
20061025,India; Pak should live in peace: Pranab,False,True
20061025,Militants trigger IED blast in J&K,True,False
20061025,BSF troops recover mine near Indo-Pak border,False,True
20061025,Three Al-Badr militants arrested on LoC,True,False
20061025,Credible evidence of Pak role in 7/11: PM,False,True
20061025,Credible evidence of Pak role in 7/11: PM,False,True
20061025,Kiwis wary of dangerous Pakistan,False,True
20061025,Pak wants to be forgiven for nuke proliferation,False,True
20061025,Kiwis beat Pak by 51 runs; reach semis,False,True
20061025,Pak wants to be forgiven for nuke proliferation,False,True
20061026,Hizbul militant arrested in J&K,True,False
20061026,Pak; SA to fight for semi-final berth,False,True
20061027,Lashkar-e-Toiba OGW arrested in J&K,True,False
20061027,India to restore cargo shipping with Pak,False,True
20061027,Kashmiri separatists condemn Delhi serial blasts,True,False
20061027,SA beat Pak by 124 runs; reach semis,False,True
20061027,SA beat Pak by 124 runs; reach semis,False,True
20061027,Kashmiri separatists condemn Delhi serial blasts,True,False
20061027,Former Pak President Ishaq Khan dies,False,True
20061028,'Pak is not a place for comedy',False,True
20061028,Al Badr looking beyond J&K,True,False
20061028,Did India deport its own to Pakistan?,False,True
20061028,Cops search Pak militant's house in Kerala,False,True
20061028,People yearning for peace in J&K: Governor,True,False
20061028,LeT militant arrested with arms in J&K,True,False
20061029,Pak terror network in south unearthed,False,True
20061029,Woman killed in J&K IED blast,True,False
20061029,Pak hopes to build further trust with India,False,True
20061029,J&K blasts: Woman killed; 3 injured,True,False
20061029,Indo-Pak hockey series likely next year,False,True
20061029,Indo-Pak hockey series likely next year,False,True
20061029,India-Pak close to strike a deal on Siachen,False,True
20061029,India-Pak close to strike a deal on Siachen,False,True
20061031,'Corrupt bureaucrats in J-K are efficient',True,False
20061031,Army officer killed by jawan in J&K,True,False
20061101,Lt-Col shot dead in J&K by junior,True,False
20061101,Arms recovered from militant hideout in J&K,True,False
20061101,Despite terror; PM wants friendly ties with Pak,False,True
20061101,Madrassa was Zawahiri's training camp',False,True
20061102,Pak qawwals have Dilli roots,False,True
20061102,No ties; no airspace for Pakistan: BJP,False,True
20061102,Nandrolone claims Pak's top pace duo,False,True
20061102,Shoaib; Asif ban a big blow to Pak: Altaf,False,True
20061102,India; Pak agree to increase freight trains,False,True
20061102,'US bolstering Pak is difficult for India',False,True
20061102,US backs Pak on madrassa airstrike,False,True
20061103,Two HUJI militants surrender in J&K,True,False
20061103,Pakistani infiltrator arrested near LoC,True,True
20061103,Landmine recovered near Indo-Pak border,False,True
20061103,Corrupt J&K official in vigilance net,True,False
20061103,Pak unveils three-man doping tribunal,False,True
20061103,Pak cricket drugs hearing next week,False,True
20061103,Akhtar; Asif appear at Pakistan doping tribunal,False,True
20061103,Akhtar; Asif make statements to Pakistan doping panel,False,True
20061103,Dope disgrace: Pakistan bans Akhtar; Asif,False,True
20061103,Nandrolone claims Pak's top pace duo,False,True
20061103,Shoaib; Asif ban a big blow to Pak: Altaf,False,True
20061103,Pak dope bans 'harsh': Imran Khan,False,True
20061103,Pakistan pacer Asif to appeal drug ban,False,True
20061103,Pak papers back ban on Shoaib; Asif,False,True
20061103,Pak accused of 'extrajudicial executions',False,True
20061104,Pak duo makes soul music,False,True
20061104,Pak students with a border-free vision,False,True
20061104,200 kg RDX recovered in Doda by J&K police,True,False
20061104,Pak visitors less welcome,False,True
20061104,Kasuri to visit India on Nov 26,False,True
20061104,Pak judge bans veiled lawyers in courtroom,False,True
20061105,Four of family killed by militants in J&K,True,False
20061105,J&K blast: Boy killed; three others injured,True,False
20061105,'Pak joined terror war under duress',False,True
20061105,Pak officers tried to kill Mush: Report,False,True
20061106,Four held during exfiltration bid in J&K,True,False
20061106,Azad prays for peace; prosperity in J&K,True,False
20061106,Pak pick uncapped bowler for WI Tests,False,True
20061107,HuM militant; former SPO killed in J&K,True,False
20061107,Butt to lead Pak Hockey team in Doha,False,True
20061107,Butt to lead Pak Hockey team in Doha,False,True
20061107,Under global pressure; Pak offers to fence Afghan border,False,True
20061107,Need to go beyond CBMs: Pak minister,False,True
20061108,Pakistani arrested after crossing LOC,False,True
20061108,One militant; one woman killed in J&K,True,False
20061108,Pak hockey coach happy with Asian Games squad,False,True
20061108,Pak hockey coach happy with Asian Games squad,False,True
20061108,Pakistan level India in tennis tie,False,True
20061109,7/11 chargesheet to be filed after Indo-Pak talks: ATS,False,True
20061109,Pak had planned to jail late Sheikh Abdullah,False,True
20061109,Militants shoot Army jawan in J&K,True,False
20061109,Three LeT commanders shot dead in J&K,True,False
20061109,Nabbing Dawood: Pak heads off; yet again,False,True
20061109,England unlikely to play ODI against Pakistan,False,True
20061109,Pak Oppn attacks Musharraf for suicide attack,False,True
20061109,Pak doesn't want Indian-origin envoys,False,True
20061109,Pak to acquire three new advanced submarines,False,True
20061109,Gates closed window of Indo-Pak war,False,True
20061110,Colonel has Pak Running for cover,False,True
20061110,Govt's healing touch: More colleges in J&K,True,False
20061110,Autumn of formulas in Kashmir,True,False
20061110,'Terror attacks on India has Pak origin',False,True
20061110,Six killed in grenade attack outside J&K mosque,True,False
20061110,'Terror attacks on India has Pak origin',False,True
20061110,Pak lead India 2-1 in tennis tie,False,True
20061110,Colonel has Pak Running for cover,False,True
20061110,UK's 'serious' terror threat linked to Pak,False,True
20061110,UK's 'serious' terror threat linked to Pak,False,True
20061111,Ahead of talks with Pak; India's priority is clear,False,True
20061111,J&K grenade attack: Accused in Army custody,True,False
20061111,'Indo-Pak ties has improved over the years',False,True
20061111,Failed to secure N-deal; Pak plans to set up nuke parks,False,True
20061111,Indian High Commissioner to brief govt,False,True
20061112,Indo-Pak dialogue back on track,False,True
20061112,India gain 1-0 lead over Pakistan in tennis,False,True
20061112,India win singles rubbers to draw Pakistan,False,True
20061112,Islamabad ready to set up N-parks,False,True
20061112,Pak sounds high alert over suicide bombers,False,True
20061112,Books; not jets better for Pak: Clinton,False,True
20061113,J&K wants 15 more police battalions,True,False
20061113,Minor killed in mine blast in J&K,True,False
20061113,Two militants killed in J&K,True,False
20061113,Four booked for kidnapping minor girl in J&K,True,False
20061113,Army sets up mobile network in J&K,True,False
20061113,Pak militant arrested for assault,False,True
20061113,Pak delegates for people-to-people contact,False,True
20061113,LeT militant; two armymen killed in J&K,True,False
20061113,Siachen issue: Pak awaiting India's stand,False,True
20061113,Siachen issue: Pak awaiting India's stand,False,True
20061113,Pak not to scale down 'aggressive' ritual,False,True
20061113,Nehru was 'amazed' by envoy's plan,False,True
20061113,Pak province brings in Taliban-style laws,False,True
20061113,Drug trafficking: China arrests Pakistanis,False,True
20061114,India; Pak share different views on Siachen,False,True
20061114,Indo-Pak secretary-level talks begin,False,True
20061114,Nine injured in Kashmir IED blast,True,False
20061114,India asks Pak to cooperate in fighting terror,False,True
20061114,India; Pak share different views on Siachen,False,True
20061114,Pakistan gear up for Twenty20 WC,False,True
20061114,Indo-Pak talks to resume,False,True
20061114,Afghans blame Pak for terror,False,True
20061115,Joint panel with Pak to fight terror,False,True
20061115,Hizb militant killed; LeT ultra held in J&K,True,False
20061115,Indo-Pak talks end; consensus on joint mechanism,False,True
20061115,Indo-Pak talks: Highlights of major decisions,False,True
20061115,India raises cross-border terror links with Pak,False,True
20061115,India; Pak talk but no headway on Siachen,False,True
20061115,Indo-Pak talks end; consensus on joint mechanism,False,True
20061115,India raises cross-border terror links with Pak,False,True
20061115,Indo-Pak talks: Highlights of major decisions,False,True
20061115,Islamabad got $4.8 b from US to fight terror,False,True
20061116,Indo-Pak talks: Siachen frost continues,False,True
20061116,Rebels explode grenade in J&K; woman injured,True,False
20061116,Ajay; Saif on the train to Pakistan,False,True
20061116,Pak slams India's 'finger-pointing',False,True
20061116,'New law will help defeat extremists',False,True
20061117,J&K villagers nab Pak terrorist,True,True
20061117,Mend rifts; Pak tells separatists,False,True
20061117,Why Pak will have more online tutors than India,False,True
20061117,Former Pakistani greats criticise Woolmer; want local coach,False,True
20061117,Hindu migrant stakes claim to property in Pak,False,True
20061118,UN Security Council mission to visit Pakistan,False,True
20061119,Pak needs to curb Taliban: Karzai,False,True
20061119,Fake currency racket busted; four held in J&K,True,False
20061119,Advani slams UPA; joint mechanism with Pak,False,True
20061119,J&K brings ordinance to deal with land mafia,True,False
20061119,'Wounded Taliban treated in Pak',False,True
20061120,Nuke-capable Prithvi-II fired after Pak test,False,True
20061120,Soz asks doctors to serve in J&K,True,False
20061120,Two militants killed in Jammu & Kashmir,True,False
20061120,SPO arrested on rape charge in J&K,True,False
20061120,Geelani against unification of Kashmiri separatists,True,False
20061120,Blair rules out intervention in Kashmir,True,True
20061121,Two Hizb militants killed in J&K,True,False
20061122,Hu hails improving Indo-Pak ties,False,True
20061122,Lara's genius leaves Pak struggling,False,True
20061122,Lara's genius leaves Pak struggling,False,True
20061123,HC brings hope for disabled J&K children,True,False
20061123,Intelligence chief slams Pak; Bangla,False,True
20061123,It's snowing in J&K; Himachal & Uttaranchal,True,False
20061123,Cache of arms; explosives recovered in J&K,True,False
20061123,Pak should ensure democracy in PoK: Saran,True,True
20061123,'Mumbai blast issue raised with Pak',False,True
20061123,Pak selectors to consider Sami for 3rd Test,False,True
20061123,Intelligence chief slams Pak; Bangla,False,True
20061124,Pakistan gives new twist to Siachen issue; says disputed,False,True
20061124,Pakistan gives new twist to Siachen issue; says disputed,False,True
20061124,Pak to get Awacs; more N-tech,False,True
20061125,Hu speaks same language in Pak as in India,False,True
20061125,Kashmiri Pandits seek UN package,True,False
20061125,Four jawans and a militant killed in J&K,True,False
20061125,18 militants surrendered in J&K,True,False
20061125,Pak emerging as top arms market in world,False,True
20061125,IAEA approves Pakistan nuke power plant,False,True
20061125,Manmohan Singh to visit Pak early next year: Report,False,True
20061125,China to step up anti-drug measures with Pak,False,True
20061126,Army officer; three jawans killed in J&K,True,False
20061126,Pak 'eagerly waiting' for PM's visit: Kasuri,False,True
20061126,Two Army jawans; SPO killed in J&K gunbattle,True,False
20061126,Sindhi channel resumes service in Pak,False,True
20061126,Stonewalled China looks to Pak,False,True
20061127,RDX used in train blast; sleuths sniff Ulfa-Pak link,False,True
20061127,India OK with China-Pak N-deal; says Pranab,False,True
20061127,India OK with China-Pak N-deal; says Pranab,False,True
20061127,China; Pak set up economic zone,False,True
20061127,Pak; S Arabia launch joint military exercises,False,True
20061127,Proposals forwarded to India on Siachen: Pak,False,True
20061128,Pranab to visit Pak on Jan 13,False,True
20061128,Top Hizbul militant killed in Kashmir,True,False
20061128,Hizbul militant; Army Major killed in J&K,True,False
20061128,Pak silent on troop positions at Siachen,False,True
20061128,Suspected Pak national held in Chennai,False,True
20061128,Pakistani bodybuilders test positive,False,True
20061128,Benazir can return; contest polls but not become PM: Mush aide,False,True
20061129,Landmine defused near Indo-Pak border,False,True
20061130,Hindustani music strikes a high note in Pak,False,True
20061130,Pak dismisses EU report on Kashmir,True,True
20061130,Pak test-fires N-capable Shaheen-1 missile,False,True
20061201,Sanju's Pak connection,False,True
20061201,Militants kidnap girl in J&K,True,False
20061201,Army Lt Col commits suicide in Kashmir,True,False
20061201,'No need for plebiscite in Kashmir',True,False
20061201,Pak SC orders minister's arrest over forced marriages,False,True
20061201,Draft bill enabling girls to divorce approved by Pak cabinet,False,True
20061201,America vows to educate Pakistan,False,True
20061202,Pak national among three apprehended in J&K,True,True
20061202,Pak to deny MFN status to India: Report,False,True
20061203,New Chinese rules killed Pak nuke deal,False,True
20061205,Snowfall in Himachal; highway in J&K closed,True,False
20061205,J&K highway closed for traffic,True,False
20061205,Arms cache recovered in J&K,True,False
20061205,'Pakistanis appreciate Rajasthani culture',False,True
20061205,'Integrated check post to improve Indo-Pak ties',False,True
20061205,Mush promises more laws for women's rights,False,True
20061206,J&K highway closed for third day,True,False
20061206,Shoaib-Asif let-off slammed by Pak media,False,True
20061206,Shoaib-Asif let-off slammed by Pak media,False,True
20061206,ICC slams Pakistan for its handling of dope scam,False,True
20061207,J&K avalanches claim six lives,True,False
20061207,Infiltrator killed near LoC in J&K,True,False
20061207,Hizb worker nabbed; arms recovered in J&K,True,False
20061207,Pak IB faces probe over plot to kill CM,False,True
20061208,J&K highway closed for fifth consecutive day,True,False
20061208,Dope case: Pak panel members at loggerheads,False,True
20061208,'Afzal had met Pak militants before Dec 13 attack',False,True
20061208,'Parliament attack a setback to Kashmir peace',True,False
20061209,Hindus in Pakistan have equal rights: Mush,False,True
20061209,Jawan; civilian killed in J&K gunbattle,True,False
20061209,J&K HC issues notices to health officials,True,False
20061209,J&K National Highway reopens,True,False
20061209,Pak plans to make English compulsory at schools,False,True
20061209,Muslim deprivation behind partition?,False,True
20061209,Pak tests 290-km range N-capable Ghaznavi,False,True
20061210,'Kashmiri Pandits remain homeless',True,False
20061210,Thirty JKLF activists detained in J&K,True,False
20061210,Two-Nation theory: Pak to be less biased,False,True
20061210,Pak media hails 'new history',False,True
20061211,J&K highway opened for one-way traffic,True,False
20061211,Hizb militant killed in J&K gunbattle,True,False
20061211,Two Hizb militants killed in J&K,True,False
20061211,'Pak never claimed Kashmir as integral part',True,True
20061211,'Indo-US deal seeks to cap Pak capability',False,True
20061211,Pakistan wants China to mediate on Kashmir: Report,True,True
20061212,Pakistan and China kick off anti-terrorism exercises,False,True
20061212,Pak oppn says Musharraf govt's foreign policy a failure,False,True
20061212,We never claimed J&K is our integral part: Pak,True,True
20061212,Situation on Pak-Afghan border a 'mess': US,False,True
20061213,Huge cache of arms; ammunition found in J&K,True,False
20061213,Shiv Sena leader stabbed in J&K,True,False
20061213,Hockey: China beat Pak in semis,False,True
20061213,Lifting of ban on Indian films sought in Pak,False,True
20061213,Situation on Pak-Afghan border a mess: US,False,True
20061214,Pay bribes if you want passport in J&K,True,False
20061214,Cache of arms; ammunition recovered in J&K,True,False
20061214,LeT militant escapes from jail in J&K,True,False
20061215,Four Kashmiris absolved of sedition charges,True,False
20061215,'J&K; Arunachal our integral part',True,False
20061215,Landmine explodes near Indo-Pak border,False,True
20061215,Lowest ever rights violations in J&K,True,False
20061215,7/11 blasts: Accused went to Pak for training,False,True
20061216,'Case against Kashmiris failed SC test',True,False
20061216,Confessions confirm Pak hand in 7/11,False,True
20061216,PM welcomes Musharraf's new ideas on Kashmir,True,False
20061216,Confessions confirm Pak hand in 7/11,False,True
20061217,Successful liver transplant on Pakistan national,False,True
20061217,'India open to ideas on Indo-Pak issues',False,True
20061217,Jaish area commander shot dead in J&K,True,False
20061217,Army kills village head by mistake in J&K,True,False
20061217,LeT module smashed; four militants held in J&K,True,False
20061217,Inzamam will lead Pakistan in World Cup,False,True
20061218,Another Armyman turns rifle on self in J&K,True,False
20061218,'Al-Qaida training jehadists from West in Pak',False,True
20061219,Five killed in J&K road accident,True,False
20061219,Can EU model help resolve Kashmir issue?,True,False
20061219,Top LET militant from Pakistan killed,False,True
20061219,Pak disappointed over EU report on Kashmir,True,True
20061220,India; Pak should work for new future: PM,False,True
20061220,PM offers Pak treaty of peace and friendship,False,True
20061220,PM offers Pak treaty of peace and friendship,False,True
20061220,Pak to notify second tariff reduction,False,True
20061220,India; Pak to hold talks on Sir Creek,False,True
20061221,PM may go for troop-cut to blunt Pak argument,False,True
20061221,J&K cops bust madrassa doubling up as LeT cell,True,False
20061221,Pak seeks free access to Gurgaon for envoys,False,True
20061221,Indo-Pak destinies interlinked; says PM,False,True
20061221,Indo-Pak destinies interlinked; says PM,False,True
20061222,Pak band manager caught with banned Indian notes,False,True
20061223,Who's a bigger hit in Pak?,False,True
20061223,J&K needs image makeover: Panel,True,False
20061223,Massive hunt for illegal Pak nationals,False,True
20061223,Armyman's wife; daughter killed in J&K,True,False
20061223,Colonel killed in J&K encounter,True,False
20061223,Ten militants surrender in J&K,True,False
20061223,Who's a bigger hit in Pak?,False,True
20061223,Pak security agency rescues Indian ship,False,True
20061223,3 Indians among seven kidnapped in Balochistan,False,True
20061224,Col killed in J&K encounter,True,False
20061224,Democracy? Half of Pakistanis not sure,False,True
20061224,Two militants killed in J&K encounter,True,False
20061224,'UPA is planning major surrender on J&K',True,False
20061224,India did not sink Ghazi: Pak commander,False,True
20061224,Pakistan must take steps to curb infiltration: EU report,False,True
20061224,LK fears compromise on J&K,True,False
20061224,Pakistan must take steps to curb infiltration: EU report,False,True
20061225,Advani fears compromise on J&K,True,False
20061225,Pak's first female army cadets take charge,False,True
20061226,Awami League leader shot dead in J&K,True,False
20061226,Several Pak players leave for Haj,False,True
20061226,Top Pak cleric in UK reignites veil row,False,True
20061227,Doping Saga: Pak braces for next fight,False,True
20061228,Hindu judge to act as Pak Chief Justice,False,True
20061228,Musharraf to be re-elected as Prez: Minister,False,True
20061228,Electronic surveillance on Pak-Afghan border,False,True
20061228,Afghanistan slams Pak's decision to fence border,False,True
20061229,A bit of Kashmir sails on Sukhna,True,False
20061229,2 Pak 'spies' caught in Lucknow,False,True
20061229,Death to 4 Pakistanis reduced to life term,False,True
20061230,Two killed as militants open fire in J&K,True,False
20061230,Britain nixed Pakistan claim to Kohinoor,False,True
20061231,CRPF jawan killed in grenade attack in J&K,True,False
20070101,Two LeT militants killed in J&K gunbattle,True,False
20070101,Eid celebrated in Jammu & Kashmir,True,False
20070101,India; Pak exchange lists of nuclear sites,False,True
20070101,Two militants killed in J&K encounter,True,False
20070102,India; Pak exchange lists of N-installations,False,True
20070102,Pakistan imposes new curbs on Indian diplomats,False,True
20070102,Landmine defused near Indo-Pak border,False,True
20070102,Al-Badr militant shot dead in J&K,True,False
20070103,PM calls Atal & Co to lunch; Pak on table,False,True
20070103,Manmohan to seek backing for Pranab's Pak visit?,False,True
20070103,CRPF to replace BSF in towns of Kashmir Valley,True,False
20070103,In the name of honour: Pak couple burnt alive,False,True
20070104,Pak moulvis pray at Ajmer without valid visas,False,True
20070105,Are all calls to Pak being tapped?,False,True
20070105,Red tape fails to bind Pak team,False,True
20070105,Anti-US sentiment spreads from J-K to UP,True,False
20070105,Jeev to give Pak Open Golf a miss,False,True
20070106,Indian envoys can't venture out in Pak,False,True
20070106,Azad urges response to Mush plans for Kashmir,True,False
20070106,Indian envoys can't venture out in Pak,False,True
20070107,2 killed; 30 injured in J&K grenade attack,True,False
20070107,Two militants among four killed in J&K,True,False
20070107,Waqar resigns as Pakistan's bowling coach,False,True
20070107,India-Pak likely to sign four agreements,False,True
20070108,Pranab meets J&K party leaders prior to Islamabad visit,True,False
20070109,Bangladeshi arrested near Indo-Pak border,False,True
20070109,Indo-Pak hockey series pointless exercise: Butt,False,True
20070109,Indo-Pak hockey series pointless exercise: Butt,False,True
20070109,Pak will do better than India in SA: Younis Khan,False,True
20070109,Pak releases 115 Indian fishermen,False,True
20070110,Kashmiri settlers press panic button,True,False
20070110,Two landmine explosions on Indo-Pak border,False,True
20070110,LeT militant killed in J&K encounter,True,False
20070110,Pakistani gets 30 yrs' jail for 'revenge' plot,False,True
20070111,Pranab to discuss Sarabjit with Pak: Sister,False,True
20070111,Hameed; Khan put Pakistan on top,False,True
20070112,Pakistani militant killed in J&K encounter,True,True
20070113,America playing on General's mind,False,True
20070113,Pak slams accusation of harbouring Qaida,False,True
20070113,Pak slams accusation of harbouring Qaida,False,True
20070114,Pak steps up efforts to dilute EU report on Kashmir,True,True
20070114,Mush bails out of Saarc meet; let Manmohan visit first; says Pak,False,True
20070114,Mush bails out of Saarc meet; let Manmohan visit first; says Pak,False,True
20070114,Pakistan to lodge complaint against Nel,False,True
20070114,Pakistan 160/4 at lunch on day 4,False,True
20070114,No redrawing or borders; Pranab tells Pak political leaders,False,True
20070115,Grenade attack at Hurriyat chairman residence,True,False
20070115,Menon: Indo-Pak meeting productive,False,True
20070115,Shared past to act as a binder: Pranab,False,True
20070115,Pakistan rules out MFN status for India,False,True
20070116,'J&K not included in new enacted laws',True,False
20070116,Kidnapped Pakistan officials rescued,False,True
20070116,Pak politicians want jihad to continue in J&K,True,True
20070116,Mush sees light at the end of Indo-Pak tunnel,False,True
20070116,Pak destroys Qaida camps near border,False,True
20070117,BSF personnel hurt in Indo-Pak border firing,False,True
20070118,India; Pak to sign nuke risk reduction pact,False,True
20070118,India slams Pak firing near border,False,True
20070118,Actor was not called a 'Paki'; insists Channel 4,False,True
20070118,Mush all set for second term as president,False,True
20070118,Actor was not called a 'Paki'; insists Channel 4,False,True
20070119,India protests firing by Pakistan Rangers,False,True
20070119,India; Pak to ink pact to cut nuke risk,False,True
20070119,India; Pak to ink pact to cut nuke risk,False,True
20070119,'Pak needs Anand to popularise chess',False,True
20070119,'Pak needs Anand to popularise chess',False,True
20070119,Mush plans to 'hijack' poll mandate: Sharif,False,True
20070119,Pakistanis like Indian porn,False,True
20070120,JampK issue Hurriyat calls for end to armed struggle,True,False
20070120,Reject elements hostile to peace process: Pak,False,True
20070120,Pak-India joint panel to meet next month,False,True
20070120,Inzamam leads Pakistan charge on day 2,False,True
20070120,Pakistan to buy 700 air-to-air missiles from US,False,True
20070121,'Pakistan continues to fuel jehad; terrorism',False,True
20070122,Islamists to oppose Mush's re-election,False,True
20070122,Do not bow to Pak pressure; NRIs tell EU,False,True
20070123,BJP wants joint military campaign with Pak,False,True
20070123,Militants attack security picket in J&K,True,False
20070123,Kashmiri separatists meet Pakistani PM,True,True
20070123,Allow transit to Afghanistan; India tells Pak,False,True
20070124,BSF troops arrest Pakistani infiltrator,False,True
20070124,Hockey: Indo-Pak series postponed,False,True
20070124,Explosives seized in Kashmir,True,False
20070124,Hockey: Indo-Pak series postponed,False,True
20070124,Pak hampering implementation of SAFTA: Pranab,False,True
20070124,Border skirmish hits Nato; Pak relations,False,True
20070124,Pak fumes as Nato troops kill soldier,False,True
20070125,Aziz talks of terror; but skips Kashmir issue,True,False
20070126,BSF foils infiltration bid on Indo-Pak border,False,True
20070126,J&K celebrates R-Day peacefully; amid tight security,True,False
20070126,Blast in Islamabad hotel; three killed,False,True
20070126,Indian envoy to go ahead with R-Day reception,False,True
20070126,'Pak's jehadi policy backfiring',False,True
20070127,BSF personnel commits suicide in J&K,True,False
20070127,Blast at R-Day function venue in Islamabad,False,True
20070127,Pak declares red alert; special team to probe Marriott blast,False,True
20070127,Pakistan PM brings up K-word at WEF meet,False,True
20070128,Another BSF jawan kills self in J&K,True,False
20070128,Snow fall disrupts traffic on J&K highway,True,False
20070128,Police to review security of Hurriyat leaders,True,False
20070128,Taliban link probed in Islamabad blast,False,True
20070128,'My commitment to fight terror unshakeable',False,True
20070128,Pelosi meets Musharraf; Karzai,False,True
20070128,House clears Bill seen as warning on Pak N-record,False,True
20070129,Gang of fake militants unearthed in J&K,True,False
20070129,Two soldiers killed in J&K gunbattle,True,False
20070129,Bomb blast kills 11 in Pak,False,True
20070129,Shi'ite procession in Kashmir curbed,True,False
20070129,'Blunders cost Pak the SA Test series',False,True
20070129,Suicide attack targeting Shia procession kills 2 in Pak,False,True
20070130,J&K top state in English-medium education: Report,True,False
20070130,'Pak probing foreign hand in terror attacks',False,True
20070131,Jawan injured in landmine explosion in J&K,True,False
20070131,J&K to probe all 'missing persons' cases,True,False
20070131,Indo-US N-deal gives Pak PM heebie jeebies,False,True
20070201,BSF jawan commits suicide in J&K,True,False
