Statistics

HYPOTHESIS 1: Kashmir-related headlines will have more negative sentiment scores on average than non-Kashmir-related  in any given year
Variance is equal: True, LeveneResult(statistic=2.8785492246454236, pvalue=0.08977462174445558)
year,N,Mean,SD,SE,95% Conf.,Interval
2001,1156,-0.7984429065743944,1.1988584748105036,0.035260543376779516,-0.8675834831567231,-0.7293023299920658
2002,2896,-0.6453729281767956,1.0847980793522574,0.020158101556067547,-0.6848896304508214,-0.6058562259027698
2003,2713,-0.4894950239587173,1.033714592367976,0.019846126266420596,-0.5284006023152334,-0.45058944560220116
2004,1357,-0.3795136330140015,1.033919739998919,0.028067058723334287,-0.43454534882582574,-0.32448191720217723
2005,1230,-0.43089430894308944,1.0875529283941607,0.031009720113395898,-0.491698082372234,-0.3700905355139449
2006,1607,-0.7268201617921594,1.145426242541434,0.028573220358525723,-0.7828411066951061,-0.6707992168892126
2007,2378,-0.6417157275021026,1.0932041960755188,0.022417922572045435,-0.6856640973310132,-0.597767357673192
2008,2710,-0.6826568265682657,1.1204803179000051,0.02152383166276332,-0.7248513223078978,-0.6404623308286335
2009,3100,-0.7087096774193549,1.0897102762625555,0.019571774328981658,-0.7470765438075443,-0.6703428110311654
2010,2929,-0.6667804711505634,1.126066243332333,0.020806750227425983,-0.7075686650097466,-0.6259922772913802
2011,2581,-0.6416117783804727,1.0882549317657038,0.021420847121518746,-0.6836047745512165,-0.5996187822097289
2012,2110,-0.533175355450237,1.1002775039242447,0.023953060195332377,-0.5801344825070821,-0.48621622839339185
2013,2199,-0.7262391996361983,1.1317238652916604,0.024133919484828407,-0.7735524409491282,-0.6789259583232684
2014,1922,-0.6373569198751301,1.1312230907186245,0.025803081241353047,-0.6879441208622716,-0.5867697188879886
2015,2596,-0.6043913713405239,1.0997827668432356,0.02158512490577137,-0.6467063669785326,-0.5620763757025152
2016,2830,-0.6314487632508834,1.0873157722447384,0.020439133017475762,-0.671516543703764,-0.5913809827980028
2017,1962,-0.746177370030581,1.178508104126443,0.026606213505318117,-0.7983388431292563,-0.6940158969319058
2018,1847,-0.6735246345425013,1.227646356538466,0.02856536853889603,-0.729527919539093,-0.6175213495459096
is_kashmir,N,Mean,SD,SE,95% Conf.,Interval
False,26568,-0.6348991267690455,1.1031513411048393,0.0067679270049845,-0.6481645133508666,-0.6216337401872244
True,13555,-0.6387310955367024,1.135885798942779,0.0097562946728008,-0.6578541384954534,-0.6196080525779514
Summary by year and relation to Kashmir
is_kashmir,year,N,Mean,SD,SE,95% Conf.,Interval
False,2001,577,-0.7816291161178509,1.1847448071376672,0.0493215716660693,-0.878383275367427,-0.6848749568682748
False,2002,1493,-0.6443402545210984,1.0605478992557347,0.027447347715118295,-0.6981550814416351,-0.5905254276005618
False,2003,1736,-0.4567972350230415,1.0113932504171994,0.024274214797315095,-0.5043884051345502,-0.4092060649115328
False,2004,921,-0.35939196525515743,1.01833264163648,0.033555201396219626,-0.42519589386818857,-0.2935880366421263
False,2005,730,-0.40684931506849314,1.0437387643775022,0.03863050480814202,-0.48261701796404516,-0.33108161217294113
False,2006,900,-0.6722222222222223,1.1163192116843101,0.037210640389477,-0.745195629434971,-0.5992488150094736
False,2007,1815,-0.6236914600550965,1.081053955904849,0.025375175561037137,-0.6734405110157031,-0.5739424090944898
False,2008,2000,-0.6745,1.1145271802058982,0.024921585377115463,-0.7233585234972313,-0.6256414765027687
False,2009,2558,-0.7154026583268178,1.0894332187319327,0.021540230358023285,-0.7576297645654494,-0.6731755520881862
False,2010,2127,-0.690173953925717,1.1279450081913507,0.02445705620597542,-0.7381210564776302,-0.6422268513738039
False,2011,2000,-0.666,1.1000222836434963,0.024597246029914126,-0.7142226593908144,-0.6177773406091857
